id	x	y	cluster	weight<Links>	weight<Total link strength>
Colonial and Postcolonial Latin American History	-0.1062	0.9954	3	2477	163.5039
Lattice Boltzmann Method in Fluid Dynamics	-0.9348	-0.069	2	2477	360.4476
Nonperturbative Quantum Chromodynamics on Lattices	-0.9458	-0.1963	2	2477	133.189
Nonlinear Dynamics in Optical Lattices	-0.9411	-0.2227	2	2477	399.1787
Swine Intestinal Pathogen Dynamics and Control	0.6602	-0.2176	9	2477	329.4981
Advancements in Digital Broadcasting Systems	-0.9274	0.2169	4	2477	451.0055
Synthesis and Applications of Layered Double Hydroxides	-0.587	-0.5687	2	2477	578.5835
Effects of Lead and Cadmium Exposure	0.3995	-0.0814	5	2477	752.3731
Advancements in Lead-Acid Battery Technology	-0.7934	-0.3968	2	2477	415.8193
Properties and Applications of Ferroelectric Ceramics	-0.9623	-0.3843	2	2477	466.7455
Lean and Six Sigma in Industry	-0.3182	0.4087	3	2477	267.1414
Control and Dynamics of Legged Robots	-0.7964	0.1502	4	2477	250.3483
Legionella Detection and Control Strategies	0.5194	-0.1072	9	2477	586.4586
Biochemical Properties of Legumes and Seeds	0.2354	-0.3694	5	2477	693.1907
Leishmaniasis Pathogenesis and Treatment	0.5722	-0.1728	9	2477	591.3677
Taxonomy and Phylogeny of Lepidoptera	0.1253	-0.2455	5	2477	205.2031
Epidemiology, Diagnosis, and Treatment of Leprosy	0.727	0.0311	1	2477	514.1278
Epidemiology and Diagnosis of Leptospirosis	0.6171	-0.0905	9	2477	486.1795
Advancements in Leukemia and Myelodysplastic Syndromes	0.9113	-0.2479	1	2477	415.1413
Lexicography and Linguistic Evolution	-0.1021	0.828	3	2477	106.2228
Liberalism, Imperialism, and Political Thought	-0.1025	0.9687	3	2477	214.4039
Library Science and Digital Archives	-0.2331	0.5298	3	2477	190.2237
Biodiversity and Ecology of Lichens	0.0346	-0.3189	5	2477	377.0469
Pharmacological Effects of Licorice Compounds	0.5668	-0.3826	6	2477	846.6164
Lidar and Photogrammetry in Land Mapping	-0.6209	0.1007	4	2477	331.208
Structure and Classification of Lie Algebras	-1.133	0.2696	4	2477	163.6863
Life Cycle and Environmental Impact in Construction	-0.4365	0.0268	5	2477	322.3716
Nighttime Light Data and Urbanization	-0.4108	0.0989	5	2477	694.0748
Electromagnetic Effects of Lightning Strikes	-1.0106	0.0892	4	2477	425.2463
Lignin Conversion and Applications	-0.4057	-0.5264	2	2477	416.3056
Enzymatic Biodegradation of Dyes and Lignin	0.0495	-0.4456	5	2477	582.3088
Bioconversion of Lignocellulosic Biomass to Biofuels	0.0277	-0.4446	5	2477	469.7671
Autoimmune and Paraneoplastic Neurological Disorders	0.9024	0.1223	8	2477	403.4076
Dynamics of Polynomial Differential Systems	-1.0389	0.2093	4	2477	244.3118
Enzyme Immobilization and Catalysis	-0.0069	-0.5851	7	2477	646.666
Lipid Metabolism and Fatty Acid Biosynthesis	0.4157	-0.4543	6	2477	721.4379
Dynamics and Interactions in Lipid Membranes	-0.0844	-0.4988	7	2477	741.8664
Role of Lipoic Acid in Metabolism and Disease	0.5041	-0.4414	6	2477	840.1304
Lipoprotein Metabolism and Cardiovascular Health	0.8327	-0.1814	1	2477	755.0287
Lipoxygenase and Eicosanoid Metabolism	0.557	-0.3943	6	2477	914.2536
Liquid Crystal Structures and Properties	-0.7953	-0.455	2	2477	651.6384
Evaporative and Desiccant Cooling Systems	-0.8208	-0.2435	2	2477	259.5243
Corrosion in Liquid Metal Environments	-0.9449	-0.4401	2	2477	336.698
Molecular Dynamics of Water Interfaces	-0.5402	-0.5028	2	2477	518.3181
Listeria Monocytogenes in Food Safety	0.3423	-0.2544	5	2477	365.0918
Nonlinear Optical Properties of Lithium Niobate	-1.0629	-0.2641	2	2477	391.8601
Advanced Materials for Lithium-Ion Batteries	-0.7968	-0.3971	2	2477	499.7664
Advancements in Liver Transplantation Techniques	1.135	-0.0113	1	2477	426.4203
Fiber Characteristics in Livestock Breeds	0.1661	-0.0703	9	2477	172.8099
Genetic and Environmental Factors in Livestock Reproduction	0.4644	-0.2325	9	2477	213.9756
Viral Infections in Swine and Cattle	0.5307	-0.2103	9	2477	286.1974
Advanced Mortality and Longevity Risk Models	-0.0743	0.3979	3	2477	373.0007
Quantum Gravity and Lorentz Symmetry	-0.8989	-0.121	2	2477	232.0174
Chronic Musculoskeletal Pain Management	0.7179	0.2571	1	2477	501.1343
Therapeutic Effects of Laser Photobiomodulation	0.8323	-0.1114	1	2477	785.264
Luminescent Properties of Doped Phosphors	-0.8813	-0.4591	2	2477	571.3436
Advancements in Lung Cancer Diagnosis and Staging	0.9581	0.0096	1	2477	484.9842
Kikuchi-Fujimoto Disease and Blastic Plasmacytoid Dendritic Cell Neoplasm	0.9988	-0.0649	1	2477	568.3506
Advancements in Breast Cancer Therapies	1.1021	-0.0936	1	2477	507.7013
Diagnosis and Treatment of Lymphomas	1.0374	-0.199	1	2477	449.974
Microelectromechanical Systems Sensor Technologies	-1.0936	-0.0195	4	2477	500.1298
Genetic Variation in MHC Complex	0.5773	-0.3463	6	2477	599.8898
Microbial-Induced Calcite Precipitation in Soils	-0.3229	-0.3056	5	2477	617.2869
MIMO Channel Modeling and Optimization	-1.1347	0.198	4	2477	353.5242
Advanced MOSFET Technologies and Challenges	-1.1279	-0.0693	4	2477	484.1282
Advancements in Magnetic Resonance Imaging Techniques	0.3721	-0.0129	1	2477	287.1096
Antimicrobial Resistance in Staphylococcus and Enterococcus	0.6683	-0.1216	9	2477	516.0789
Macrophage Migration Inhibitory Factor and Stanniocalcin	0.6267	-0.2819	6	2477	932.563
Macrophage Roles in Disease and Therapy	0.6141	-0.2794	6	2477	778.0084
Magnesium's Role in Health and Disease	0.7725	-0.1185	1	2477	847.6201
Properties and Processing of Magnesium Alloys	-0.9134	-0.4713	2	2477	326.7728
Magnetic Nanoparticles in Biomedical Applications	-0.4158	-0.4848	2	2477	782.2058
Organic Radicals in Magnetic Materials	-0.4796	-0.6957	7	2477	483.1567
Advancements in Magnetic Resonance Spectroscopy Techniques	0.5994	-0.0319	8	2477	502.7062
Advanced Magnetic Field Sensing Technologies	-1.0606	-0.152	2	2477	539.1812
Magnetic Properties of Thin Films	-0.9567	-0.2915	2	2477	499.9185
Magneto-Optical and Magnetoelastic Phenomena	-1.0904	-0.1823	2	2477	535.7334
Magnetocaloric and Ferromagnetic Heusler Alloys	-0.9858	-0.4013	2	2477	466.9308
Magnetosphere-Ionosphere Interactions and Phenomena	-0.7435	-0.1119	2	2477	141.5991
Magnetostrictive Properties and Applications	-1.1071	-0.1389	2	2477	543.672
Organometallics in Synthesis and Catalysis	-0.4059	-0.7653	7	2477	398.4071
Malaria Pathogenesis, Treatment, and Control	0.4629	-0.0774	9	2477	748.0319
Male Breast Cancer and Gynecomastia	1.1025	-0.1086	1	2477	521.8836
Factors Affecting Male Reproductive Health	0.6449	-0.1818	9	2477	404.3662
Detection and Assessment of Malingering	0.4478	0.5003	3	2477	192.2191
Advanced Techniques in Malware Detection	-0.9426	0.3317	4	2477	322.5854
Evolutionary Insights from Fossil Mammals	0.0239	-0.0196	5	2477	432.6079
Manganese's Impact on Brain and Health	0.4553	-0.0899	8	2477	815.3874
Earth's Mantle Structure and Processes	-0.4471	-0.1895	5	2477	289.4717
Advanced Manufacturing Scheduling Techniques	-0.7859	0.3265	4	2477	235.0686
Ecology and Impact of Marine Algae	0.0286	-0.2249	5	2477	332.2028
Development and Phylogeny of Marine Invertebrates	0.1561	-0.2069	5	2477	378.6561
Ecology and Behavior of Marine Mammals	0.0183	-0.0969	5	2477	400.6333
Ecology and Dynamics of Marine Zooplankton	-0.0708	-0.1365	5	2477	219.2855
Historical Shipwrecks and Maritime Heritage	-0.1679	0.7236	3	2477	144.3732
International Maritime Law and Disputes	-0.1176	0.7487	3	2477	129.6505
Autonomous Ship Navigation and Collision Avoidance	-0.7707	0.2026	4	2477	433.2557
Dynamics and Predictability in Financial Markets	-0.3713	0.6115	3	2477	172.1158
Geological and Atmospheric Studies on Mars	-0.4467	-0.1149	2	2477	308.5508
Marxist Analysis of Capitalism and Crises	-0.1466	0.8198	3	2477	255.1742
X-ray and Gamma-ray Shielding Materials	-0.6899	-0.3484	2	2477	472.4056
Advancements in Mass Spectrometry Techniques	-0.1877	-0.5289	7	2477	472.1128
Mast Cell Function and Disorders	0.7667	-0.2662	6	2477	644.4818
Mastitis Impact on Dairy Production	0.4717	-0.2632	9	2477	280.4355
Equity in Maternal and Child Health	0.6514	0.2858	1	2477	503.8268
Maternal Nutrition and Fetal Development	0.8153	0.1121	1	2477	506.3984
Historical Perspectives on Mathematics	-0.6578	0.4254	4	2477	257.7646
Role of Metalloproteinases in Cancer and Disease	0.754	-0.3572	6	2477	853.8019
Management and Outcomes of Facial Bone Fractures	1.0984	0.0609	1	2477	274.2276
Calibration and Measurement Uncertainty Evaluation	-1.0347	-0.0351	4	2477	408.5444
Factors Influencing Meat Quality and Safety	0.2299	-0.3987	5	2477	214.2287
Advancements in Ventricular Assist Devices and ECMO	1.0671	0.0751	1	2477	363.5527
Advancements in Mechanical Ventilation Techniques	0.9668	0.1136	1	2477	341.0669
Media Influence on Behavior and Society	0.0343	0.6239	3	2477	321.7606
Media Influence on Political Communication	-0.1552	0.7298	3	2477	157.3339
Digital and Hybrid Medical Education	0.5037	0.3312	1	2477	424.1749
Ethical Dilemmas in Medicine and Psychology	0.5773	0.4006	1	2477	594.1768
Medical Malpractice and Defensive Medicine	0.8547	0.2774	1	2477	588.8003
Innovations and Challenges in Medical Education	0.7321	0.3324	1	2477	376.3222
Therapeutic Uses of Plant Extracts	0.3716	-0.3155	6	2477	965.6321
Medieval Narratives and Power Dynamics	-0.1099	1.0091	3	2477	127.824
Social and Political Dynamics in Medieval Iberia	-0.1262	0.9385	3	2477	164.0118
Medieval Literary Themes and Identity	-0.0981	1.0086	3	2477	106.3051
Medieval Rus' History and Culture	-0.0989	0.9454	3	2477	178.4841
Melanin Production and Skin Disorders	0.6487	-0.3116	6	2477	499.9694
Advancements in Melanoma Detection and Treatment	0.8989	-0.0544	1	2477	435.8681
Polymeric and Composite Membranes for Gas Separation	-0.6334	-0.5358	2	2477	306.7474
Mechanisms of Membrane Fusion and Trafficking	0.4441	-0.3279	6	2477	687.3905
Cognitive and Memory Mechanisms	0.2	0.4441	3	2477	242.3617
Meningioma Diagnosis, Treatment, and Outcomes	1.0737	0.0103	1	2477	492.4247
Hormone Therapy and Menopausal Health	0.9158	0.0994	1	2477	551.8174
Stigma and Attitudes in Mental Health	0.5744	0.4215	3	2477	325.2943
Mercury Dynamics and Environmental Impact	-0.0799	-0.1516	5	2477	494.2098
Uniqueness and Growth of Meromorphic Functions	-1.1256	0.2832	4	2477	160.6123
Stem Cells in Tissue Repair and Regeneration	0.7027	-0.1557	1	2477	839.4677
Meshless and Boundary Element Methods	-0.921	0.0486	4	2477	270.6651
Quantum Chromodynamics and Meson Interactions	-0.9584	-0.2064	2	2477	121.9486
Synthesis and Applications of Mesoporous Silica	-0.5736	-0.5798	2	2477	596.8708
Metabolic Syndrome and Obesity Research	0.8334	-0.0636	1	2477	560.4713
Metabolomics and Metabolic Profiling Techniques	0.3654	-0.3191	6	2477	846.8822
Platinum and Ruthenium-Based Cancer Therapies	0.1807	-0.5836	7	2477	671.0756
Properties of Metal and Alloy Clusters	-0.7364	-0.5381	2	2477	527.7231
Reactivity of Metal Complexes in Catalysis	-0.2328	-0.6936	7	2477	486.7025
Aluminum Matrix Composite Properties and Fabrication	-0.9703	-0.4532	2	2477	329.8972
Synthesis and Applications of Metal Phosphonates	-0.5665	-0.6587	2	2477	477.8284
Advancements in Metal Vapor Laser Technologies	-1.0782	-0.2223	2	2477	455.3651
Transition Metal-Catalyzed Cyclization Reactions	-0.3267	-0.8074	7	2477	344.6964
Transition Metal Complexes and Bonding	-0.4879	-0.7079	7	2477	370.699
Design and Applications of Metal-Organic Frameworks	-0.4688	-0.6429	7	2477	505.4763
Properties and Behavior of Metallic Glasses	-0.9438	-0.4321	2	2477	444.7386
Metalloenzyme Models and Catalytic Mechanisms	-0.1916	-0.5755	7	2477	724.9082
Electromagnetic Metamaterials and Metasurfaces	-0.8806	-0.1108	2	2477	660.6329
Metaphor in Language and Culture	-0.0473	0.7441	3	2477	187.7053
Philosophical Metaphysics and Logical Theories	-0.2514	0.8377	3	2477	106.0474
Colorectal Cancer Treatment and Metastasis	1.0631	-0.1895	1	2477	491.1371
Metformin's Role in Cancer and Metabolism	0.7354	-0.2756	6	2477	849.424
Methanotrophic Bacteria and Metabolism	0.3071	-0.4086	6	2477	735.8838
Methotrexate Effects and Drug Interactions	0.4793	-0.4625	6	2477	893.5094
MicroRNA Roles in Cancer and Disease	0.6231	-0.3152	6	2477	844.6949
Microalgae Cultivation and Applications	0.0403	-0.3575	5	2477	561.5559
Microbial Biocontrol in Agriculture	0.1759	-0.3585	5	2477	441.52
Microbial Production of Organic Acids and Biofuels	0.0767	-0.4254	5	2477	378.6597
Advancements in Microbial Identification Techniques	0.4912	-0.1359	9	2477	504.4309
Microbial Diversity and Genomic Insights	0.2777	-0.3015	9	2477	442.7938
Microbial Enzyme Production and Characterization	0.3071	-0.5058	6	2477	573.2936
Microbial Fuel Cells for Energy and Remediation	-0.2368	-0.3408	5	2477	590.7263
Ultrasound Cavitation in Medical Applications	0.0086	-0.1539	2	2477	672.1312
Microfluidic Device Fabrication and Applications	-0.5017	-0.323	2	2477	729.9045
Microglial Role in Neuroinflammation and CNS Disorders	0.5541	-0.0934	8	2477	627.2583
Effects of Microgravity on Muscle and Vascular Systems	0.4971	-0.0692	8	2477	753.247
Micronutrient Effects on Plant Growth	0.0833	-0.3768	5	2477	403.3501
Microplastic Impact on Marine Ecosystems	-0.195	-0.1665	5	2477	425.115
In Vitro Plant Regeneration Techniques	0.1846	-0.4301	5	2477	327.4906
Mismatch Repair and Colorectal Cancer	0.8873	-0.223	1	2477	629.4765
Fault Detection in Microservice Architectures	-0.9121	0.3245	4	2477	342.4634
Microtubule Function in Cell Division	0.4578	-0.3774	6	2477	653.55
Microwave Absorbing Materials and Shielding	-0.9305	-0.335	2	2477	624.4802
Microwave and Millimeter-Wave Calibration Techniques	-1.137	0.1358	4	2477	401.1163
Microwave Dielectric Ceramic Materials	-1.0206	-0.3339	2	2477	381.4301
Design and Analysis of Microwave Filters	-1.1503	0.1382	4	2477	387.8824
Microwave and Radar Imaging Techniques	-0.9854	0.1344	4	2477	495.4101
Microwave Photonics in Optical Networks	-1.1074	0.0234	4	2477	407.3314
Migraine Pathophysiology and Treatment Strategies	0.8691	0.1481	8	2477	386.6618
Transnational Migration and Integration Challenges	-0.0938	0.8221	3	2477	219.2933
Hemostatic Techniques in Military and Surgical Contexts	1.0905	0.1067	1	2477	498.6461
Sociocultural Dynamics in Military Contexts	0.1163	0.7154	3	2477	394.8418
Mindfulness, Stress, and Mental Health Interventions	0.5716	0.3509	3	2477	538.4025
Optimization in Mining Operations and Planning	-0.636	0.1146	4	2477	279.9156
Neural Mechanisms of Auditory Processing	0.4447	0.1798	8	2477	423.005
Taxonomy and Diversity of Mites and Thrips	0.137	-0.2263	5	2477	140.1046
Mitochondrial ATP Synthase Function and Regulation	0.4073	-0.4409	6	2477	734.4339
Mitochondrial Genetics and Disease Mechanisms	0.5635	-0.2721	6	2477	848.8864
Mixed Methods in Social Research	0.0711	0.624	3	2477	391.5374
Synthesis and Properties of High-Temperature Alloys	-0.8621	-0.4554	2	2477	431.3266
Formal Methods for System Verification	-1.0053	0.3164	4	2477	303.5013
Reduced Order Modeling Techniques	-0.869	0.0881	4	2477	569.0136
Contemporary Psychoanalytic Thought and Practice	0.3166	0.609	3	2477	56.6199
Modernism, Gender, and Identity in Literature	-0.0898	1.0096	3	2477	136.1801
Modernist and Experimental Poetic Forms	-0.0995	0.9949	3	2477	128.4878
Self-Reconfigurable Modular Robotic Systems	-0.7342	0.1661	4	2477	549.4207
Molecular and Bluetooth Communication Technologies	-0.9092	0.136	4	2477	481.0278
Molecular Techniques for Food Authentication	0.1453	-0.3014	5	2477	421.8767
Plant-based Production of Biopharmaceuticals	0.2921	-0.3571	5	2477	646.9388
Molecularly Imprinted Polymers for Sensing	-0.2775	-0.5491	7	2477	471.6422
Electrochemical Processes in Molten Salts	-0.7761	-0.4916	2	2477	411.4829
Monetary Policy and Economic Dynamics	-0.2586	0.7286	3	2477	132.2989
Interactions and Modifications of Clay Minerals	-0.6007	-0.444	2	2477	486.5621
Advanced Matrix Algorithms and Eigenvalue Problems	-1.0954	0.2532	4	2477	207.3176
Neuroscience and Psychology of Morality	0.0731	0.4388	3	2477	512.3552
Transmission and Control of Mosquito-borne Viruses	0.501	-0.0384	9	2477	655.9187
Human Motor Control and Learning	0.1037	0.1917	8	2477	447.9309
Moyamoya Disease Pathophysiology and Treatment	0.9917	0.0797	1	2477	469.2387
Mucin Expression in Cancer Progression	0.7771	-0.3532	6	2477	738.0403
Cooperative Control in Multi-Agent Systems	-1.0181	0.1989	4	2477	364.7534
Flexible Multibody System Dynamics and Simulation	-0.9387	-9e-04	2	2477	315.6947
Multidisciplinary Approaches in Cancer Care	0.8463	0.0512	1	2477	603.7811
Magnetic and Multiferroic Ferrite Properties	-0.9162	-0.4222	2	2477	527.1907
Multilingualism and Language Acquisition Strategies	-0.079	0.8209	3	2477	145.3958
Gas-Liquid Flow and Mass Transfer	-0.7629	-0.3119	2	2477	233.388
Therapies and Biomarkers in Multiple Myeloma	1.0009	-0.1711	1	2477	457.776
Diagnosis, Treatment, and Progression in Multiple Sclerosis	0.8068	0.1166	8	2477	441.3157
Multisensory Integration and Accessibility	-0.204	0.1975	4	2477	587.9175
Sustainable Municipal Solid Waste Management	-0.2858	0.0177	5	2477	327.6763
Muon-Induced Nuclear Reactions and Fusion	-0.8091	-0.3368	2	2477	461.5046
Calcium Dynamics in Cardiac and Skeletal Muscle	0.6438	-0.2257	6	2477	695.0268
Mechanisms of Muscle Atrophy and Cachexia	0.6464	-0.2506	6	2477	883.4748
Diagnosis and Treatment of Bone Infections	1.0159	0.0452	1	2477	458.1207
Transformations in Museum Practices and Roles	-0.1408	0.8403	3	2477	264.8438
Cognitive and Emotional Aspects of Music	-0.1016	0.393	3	2477	506.4748
Cultural Identity in Music Studies	-0.1039	0.888	3	2477	153.7814
Acoustic Modeling of Musical Instruments	-0.813	0.0313	4	2477	215.504
Mutagenicity and Carcinogenicity of Chemical Compounds	0.382	-0.4049	7	2477	672.4507
Pathogenesis and Resistance in Mycoplasma	0.6456	-0.2042	9	2477	490.5694
Mycorrhizal Fungi and Plant Interactions	0.1077	-0.3218	5	2477	338.0512
Mycotoxin Contamination and Control in Foods	0.2435	-0.3822	5	2477	505.516
Pathogenesis and Treatment of Myeloproliferative Neoplasms	0.9737	-0.1481	1	2477	375.048
Myocardial Perfusion Imaging Techniques	1.0679	0.0576	1	2477	287.3788
Myocarditis and Cardiomyopathy Research	0.9968	0.0157	1	2477	438.2097
Myoelectric Signal Processing and Applications	0.1414	0.1189	8	2477	457.9422
Surgical and Medical Management of Uterine Conditions	1.039	0.0255	1	2477	304.1673
Molecular Mechanisms in Muscle Function	0.4744	-0.3696	6	2477	757.3049
Genetic and Clinical Aspects of Myotonic Dystrophy	0.5859	-0.1226	8	2477	852.3396
Diversity and Impact of Myxozoan Parasites	0.3765	-0.2216	9	2477	243.3917
N-Heterocyclic Carbene Catalysis in Metathesis	-0.3723	-0.7738	7	2477	402.4756
NADPH Oxidase and Oxidative Stress	0.6936	-0.3583	6	2477	858.311
Nonalcoholic Fatty Liver Disease Research	0.8868	-0.1331	1	2477	402.8925
Cell Adhesion in Cancer and Neuroscience	0.6362	-0.2603	6	2477	790.5583
NF-κB Pathway in Inflammation and Cancer	0.5939	-0.3605	6	2477	854.1739
Near-Infrared Spectroscopy in Food and Agriculture	-0.3004	-0.2773	5	2477	420.4972
Mechanisms and Suppression of Cancer Metastasis	0.7059	-0.4018	6	2477	749.9258
Cancer Prevention and Nrf2 Pathway	0.5118	-0.4026	6	2477	918.7936
NSAIDs, COX Inhibitors, and Cancer Prevention	0.7979	-0.2104	1	2477	883.8865
Therapeutic Strategies for Non-Small Cell Lung Cancer	0.9442	-0.2332	1	2477	477.0617
Cultural and Political Aspects of Naming	0.2329	0.5257	3	2477	538.533
Advanced Biosensors for Molecular Detection	-0.1751	-0.5259	7	2477	609.2252
Nanocarrier Systems for Cancer Therapy	0.178	-0.5024	7	2477	802.1162
Membrane Technologies for Water Treatment	-0.5545	-0.414	2	2477	333.5294
Mixed Convection in Nanofluids and Porous Media	-0.8753	-0.1935	2	2477	322.7466
Nanomaterial-Based Electrochemical Sensing Technologies	-0.3347	-0.5371	7	2477	421.3257
Molecular Transport in Nanopores and Nanochannels	-0.4323	-0.4308	2	2477	824.5017
Toxicological Effects of Metal Nanoparticles	-0.2019	-0.421	7	2477	868.2922
Naphthoquinone Derivatives in Cancer Therapy	0.2382	-0.5883	7	2477	719.9174
Postmodern and Narrative Historiography	-0.103	1.0034	3	2477	172.468
Narrative Structures and Literary Analysis	-0.0907	0.9812	3	2477	136.0546
Nationalism, Identity, and Post-Conflict Societies	-0.0903	0.9079	3	2477	216.2615
Natriuretic Peptides in Cardiovascular Health	0.9256	-0.0577	1	2477	534.6227
Natural Killer Cells in Immunotherapy	0.6661	-0.263	6	2477	475.8009
Advancements in Natural Language Processing	-0.7352	0.3669	4	2477	328.0402
Innovations in Minimally Invasive Gallbladder Surgery	1.2174	0.0494	1	2477	340.1414
Historical Development of Scientific Thought	-0.1483	0.7011	3	2477	156.1498
Navier-Stokes and Fluid Dynamics Equations	-1.0901	0.2206	4	2477	219.5953
Impact of Nazism on Neuroscience and Medicine	0.6761	0.1264	8	2477	805.7483
Infection Prevention in Healthcare Settings	0.796	0.2015	1	2477	524.8547
Ionic Conductivity and Thermal Expansion	-0.7584	-0.5052	2	2477	590.948
Negotiation Strategies and Conflict Resolution	-0.1615	0.7013	3	2477	276.1092
Neisseria and Haemophilus Infections	0.6715	-0.1274	9	2477	582.2529
Plant-Parasitic Nematode Control Strategies	0.1555	-0.3142	5	2477	313.9683
Critiques of Neoliberalism and Power	-0.0707	0.8862	3	2477	262.9926
Neonatal Hyperbilirubinemia and Treatment	0.7155	-0.2022	1	2477	621.7005
Neonatal Hypoxia and Brain Injury	0.8502	0.1303	1	2477	396.3797
Challenges in Neonatal Intensive Care	0.8949	0.202	1	2477	316.8137
Nephrotic Syndrome and Glomerular Diseases	0.9285	-0.0998	1	2477	362.1996
Peripheral Nerve Compression Syndromes	1.0422	0.1422	1	2477	481.4356
Mechanisms of Vertebrate Embryonic Development	0.4096	-0.2343	6	2477	533.4331
Advanced Neural Interface Technologies	-0.2546	-0.009	4	2477	686.0684
Neural Networks and Fuzzy Systems	-0.8227	0.2385	4	2477	465.5421
Neuroblastoma Diagnosis and Treatment Advances	0.8997	-0.2101	1	2477	605.0942
Diagnosis and Treatment of Neuroendocrine Tumors	1.031	-0.136	1	2477	622.3591
Tumor Characteristics in Neurofibromatosis	0.9903	-0.0749	1	2477	724.9544
Inflammation in Psychiatric Disorders	0.6109	0.1274	8	2477	498.3687
Neuromuscular Blockade and Reversal Agents	0.9537	0.052	1	2477	132.3887
Mechanisms of Neuronal Development and Guidance	0.4637	-0.1233	8	2477	614.923
Mechanisms and Treatments of Neuropathic Pain	0.6926	0.0257	8	2477	543.5177
Neuropeptide Functions and Interactions	0.6301	-0.208	8	2477	782.5827
Neurosteroids and Brain Function	0.5892	0.0141	8	2477	545.4603
Neurotensin and Neuromedin Peptide Functions	0.5523	-0.3	6	2477	805.3225
Genetic Influences on Mental Health	0.4934	0.1095	8	2477	569.9898
Neurotransmitter Transporters and Hiccups	0.5028	-0.2593	6	2477	979.271
Neurotrophins in Neurodegeneration and Therapy	0.5052	-0.0856	8	2477	588.163
Neutrino Interactions and Dark Matter Detection	-0.9003	-0.1972	2	2477	178.6208
Neutron and Gamma-ray Detection Techniques	-0.6063	-0.1122	2	2477	314.4927
Radiation Effects on Structural Materials	-0.96	-0.4069	2	2477	263.6969
Advanced Neutron Scattering and Imaging	-0.828	-0.3306	2	2477	437.0307
Neutron Activation for Elemental Analysis	-0.503	-0.2452	2	2477	338.3688
Role of Neutrophil Extracellular Traps in Disease	0.6071	-0.2397	6	2477	783.5492
Pyoderma Gangrenosum and Sweet's Syndrome	1.1004	-0.0502	1	2477	257.6321
Microstructure and Properties of Nickel Superalloys	-0.9859	-0.4619	2	2477	290.2468
Nicotinic Acetylcholine Receptors and Disease	0.4913	-0.1748	8	2477	735.5372
Nietzsche's Influence on Philosophy and Culture	-0.0875	0.9418	3	2477	133.8667
Nitric Oxide in Health and Disease	0.5819	-0.312	6	2477	903.6695
Properties of Nitride Thin Film Coatings	-1.0452	-0.4147	2	2477	389.3757
Catalysts for Nitroarene Hydrogenation	-0.5546	-0.6212	2	2477	554.0594
Nitrogen Use and Environmental Impact	-0.1446	-0.1807	5	2477	293.3843
Electron Paramagnetic Resonance Spin Labeling	-0.0847	-0.5286	7	2477	814.3301
Urban and Environmental Noise Impact	-0.1912	0.1098	5	2477	332.0947
Techniques for Appliance Load Disaggregation	-0.9715	0.1484	4	2477	519.2269
Alternatives to Animal Testing in Research	0.4574	-0.1221	9	2477	573.363
Pulsed Electric Fields and High Pressure	0.0792	-0.3054	5	2477	524.1433
Nonextensive Statistical Mechanics and Entropy	-0.889	0.0318	4	2477	491.6363
Noninvasive Blood Gas Monitoring Techniques	0.6701	0.1493	1	2477	380.6039
Nonlinear Elasticity in Soft Materials	-0.5446	-0.1777	2	2477	471.6498
Nonlinear Optical Materials and Properties	-0.7715	-0.5173	2	2477	615.8464
Nonlocal and Thermoelastic Wave Propagation	-0.9023	-0.1682	2	2477	373.7417
Infrared Small Target Detection Techniques	-1.0065	0.0163	4	2477	390.8135
Nuclear Structure and Transport Mechanisms	0.5203	-0.3347	6	2477	726.6401
Advanced Nuclear Fuel Material Studies	-0.9123	-0.4292	2	2477	247.0978
Advanced Neutronics and Reactor Physics	-0.8641	-0.2047	2	2477	95.5322
Nuclear Receptors in Disease and Therapy	0.659	-0.3333	6	2477	893.9824
Mössbauer Spectroscopy and Nuclear Resonance	-0.8912	-0.3561	2	2477	459.1368
Nuclear Weapons and Global Security	0.0327	0.4656	3	2477	512.4632
Nuclear Shape and Excitation Studies	-0.955	-0.2516	2	2477	122.664
Mechanisms of DNA Damage and Repair	0.4205	-0.4547	6	2477	769.8167
Development and Challenges in Numerical Cognition	0.0828	0.52	3	2477	324.4254
Advancements in Nursing Education and Practice	0.464	0.4918	3	2477	114.1431
Nutrient Transport and Water Quality	-0.2572	-0.0892	5	2477	337.7063
Nutrition in Medical and Health Education	0.5537	0.301	1	2477	316.0728
Nutritional Influences on Obesity and Health	0.6891	0.2139	1	2477	403.6425
Protein O-GlcNAcylation Mechanisms and Functions	0.4268	-0.4318	6	2477	842.2635
Advanced Topics in Model Theory	-1.1351	0.2945	4	2477	149.5035
Organic Light-Emitting Diode Innovations	-0.7392	-0.5198	2	2477	613.3878
Obsessive-Compulsive Disorder and Related Treatments	0.6576	0.3233	8	2477	317.9311
Management and Outcomes of Obstetric Hemorrhage	0.9536	0.1434	1	2477	211.3294
Obstructive Sleep Apnea and Related Disorders	0.9054	0.1295	1	2477	530.2763
Respiratory Health in Occupational Settings	0.4604	0.0699	1	2477	439.5643
Challenges in Occupational Medicine Education	0.4222	0.3302	1	2477	476.2843
Occupational Safety and Risk Management	-0.1957	0.2262	3	2477	394.3963
Diverse Aspects of Occupational Therapy	0.4151	0.4999	3	2477	152.0904
Dynamics of Ocean Circulation and Mixing	-0.4414	-0.0712	5	2477	144.4685
